match,start_time,market_name,home_team,away_team,player_name,player_team,opposition_team,line,over_price,agency
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,Conor Townsend,Ipswich Town,Liverpool,0.5,17,TAB
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,Conor Townsend,Ipswich Town,Liverpool,1.5,401,TAB
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,Conor Townsend,Ipswich Town,Liverpool,2.5,401,TAB
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,Curtis Jones,Liverpool,Ipswich Town,0.5,3.15,TAB
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,Curtis Jones,Liverpool,Ipswich Town,1.5,13,TAB
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,Curtis Jones,Liverpool,Ipswich Town,2.5,81,TAB
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,Darwin Núñez,Liverpool,Ipswich Town,0.5,1.8,TAB
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,Darwin Núñez,Liverpool,Ipswich Town,1.5,5,TAB
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,Darwin Núñez,Liverpool,Ipswich Town,2.5,15,TAB
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,Diogo Jota,Liverpool,Ipswich Town,0.5,1.85,TAB
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,Diogo Jota,Liverpool,Ipswich Town,1.5,5.5,TAB
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,Diogo Jota,Liverpool,Ipswich Town,2.5,17,TAB
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,Dominik Szoboszlai,Liverpool,Ipswich Town,0.5,3.15,TAB
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,Dominik Szoboszlai,Liverpool,Ipswich Town,1.5,13,TAB
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,Dominik Szoboszlai,Liverpool,Ipswich Town,2.5,81,TAB
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,Freddie Ladapo,Ipswich Town,Liverpool,0.5,4.25,TAB
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,Freddie Ladapo,Ipswich Town,Liverpool,1.5,21,TAB
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,Freddie Ladapo,Ipswich Town,Liverpool,2.5,201,TAB
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,George Edmundson,Ipswich Town,Liverpool,0.5,17,TAB
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,George Edmundson,Ipswich Town,Liverpool,1.5,401,TAB
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,George Edmundson,Ipswich Town,Liverpool,2.5,401,TAB
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,Harvey Elliott,Liverpool,Ipswich Town,0.5,3.5,TAB
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,Harvey Elliott,Liverpool,Ipswich Town,1.5,17,TAB
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,Harvey Elliott,Liverpool,Ipswich Town,2.5,101,TAB
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,Ibrahima Konaté,Liverpool,Ipswich Town,0.5,9,TAB
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,Ibrahima Konaté,Liverpool,Ipswich Town,1.5,101,TAB
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,Ibrahima Konaté,Liverpool,Ipswich Town,2.5,401,TAB
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,Jack Taylor,Ipswich Town,Liverpool,0.5,7.5,TAB
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,Jack Taylor,Ipswich Town,Liverpool,1.5,81,TAB
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,Jack Taylor,Ipswich Town,Liverpool,2.5,401,TAB
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,Jacob Greaves,Ipswich Town,Liverpool,0.5,17,TAB
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,Jacob Greaves,Ipswich Town,Liverpool,1.5,401,TAB
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,Jacob Greaves,Ipswich Town,Liverpool,2.5,401,TAB
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,Jarell Quansah,Liverpool,Ipswich Town,0.5,9,TAB
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,Jarell Quansah,Liverpool,Ipswich Town,1.5,101,TAB
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,Jarell Quansah,Liverpool,Ipswich Town,2.5,401,TAB
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,Joe Gomez,Liverpool,Ipswich Town,0.5,9,TAB
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,Joe Gomez,Liverpool,Ipswich Town,1.5,101,TAB
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,Joe Gomez,Liverpool,Ipswich Town,2.5,401,TAB
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,Konstantinos Tsimikas,Liverpool,Ipswich Town,0.5,13,TAB
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,Konstantinos Tsimikas,Liverpool,Ipswich Town,1.5,201,TAB
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,Konstantinos Tsimikas,Liverpool,Ipswich Town,2.5,401,TAB
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,Leif Davis,Ipswich Town,Liverpool,0.5,17,TAB
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,Leif Davis,Ipswich Town,Liverpool,1.5,301,TAB
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,Leif Davis,Ipswich Town,Liverpool,2.5,401,TAB
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,Liam Delap,Ipswich Town,Liverpool,0.5,4.5,TAB
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,Liam Delap,Ipswich Town,Liverpool,1.5,26,TAB
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,Liam Delap,Ipswich Town,Liverpool,2.5,201,TAB
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,Luis Díaz,Liverpool,Ipswich Town,0.5,2.2,TAB
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,Luis Díaz,Liverpool,Ipswich Town,1.5,7.5,TAB
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,Luis Díaz,Liverpool,Ipswich Town,2.5,26,TAB
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,Luke Woolfenden,Ipswich Town,Liverpool,0.5,17,TAB
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,Luke Woolfenden,Ipswich Town,Liverpool,1.5,401,TAB
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,Luke Woolfenden,Ipswich Town,Liverpool,2.5,401,TAB
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,Marcus Harness,Ipswich Town,Liverpool,0.5,5.5,TAB
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,Marcus Harness,Ipswich Town,Liverpool,1.5,41,TAB
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,Marcus Harness,Ipswich Town,Liverpool,2.5,301,TAB
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,Massimo Luongo,Ipswich Town,Liverpool,0.5,10,TAB
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,Massimo Luongo,Ipswich Town,Liverpool,1.5,151,TAB
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,Massimo Luongo,Ipswich Town,Liverpool,2.5,401,TAB
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,Mohamed Salah,Liverpool,Ipswich Town,0.5,1.65,TAB
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,Mohamed Salah,Liverpool,Ipswich Town,1.5,4.25,TAB
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,Mohamed Salah,Liverpool,Ipswich Town,2.5,13,TAB
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,Omari Hutchinson,Ipswich Town,Liverpool,0.5,5,TAB
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,Omari Hutchinson,Ipswich Town,Liverpool,1.5,41,TAB
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,Omari Hutchinson,Ipswich Town,Liverpool,2.5,301,TAB
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,Ryan Gravenberch,Liverpool,Ipswich Town,0.5,5,TAB
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,Ryan Gravenberch,Liverpool,Ipswich Town,1.5,34,TAB
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,Ryan Gravenberch,Liverpool,Ipswich Town,2.5,301,TAB
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,Sam Morsy,Ipswich Town,Liverpool,0.5,15,TAB
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,Sam Morsy,Ipswich Town,Liverpool,1.5,301,TAB
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,Sam Morsy,Ipswich Town,Liverpool,2.5,401,TAB
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,Stefan Bajcetic,Liverpool,Ipswich Town,0.5,5.5,TAB
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,Stefan Bajcetic,Liverpool,Ipswich Town,1.5,51,TAB
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,Stefan Bajcetic,Liverpool,Ipswich Town,2.5,301,TAB
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,Trent Alexander-Arnold,Liverpool,Ipswich Town,0.5,5.5,TAB
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,Trent Alexander-Arnold,Liverpool,Ipswich Town,1.5,51,TAB
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,Trent Alexander-Arnold,Liverpool,Ipswich Town,2.5,301,TAB
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,Virgil van Dijk,Liverpool,Ipswich Town,0.5,5.5,TAB
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,Virgil van Dijk,Liverpool,Ipswich Town,1.5,51,TAB
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,Virgil van Dijk,Liverpool,Ipswich Town,2.5,301,TAB
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,Wataru Endo,Liverpool,Ipswich Town,0.5,5.5,TAB
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,Wataru Endo,Liverpool,Ipswich Town,1.5,51,TAB
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,Wataru Endo,Liverpool,Ipswich Town,2.5,301,TAB
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,Wes Burns,Ipswich Town,Liverpool,0.5,6.5,TAB
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,Wes Burns,Ipswich Town,Liverpool,1.5,67,TAB
Ipswich Town v Liverpool,2024-08-17T11:30:00.000Z,Player Goals,Ipswich Town,Liverpool,Wes Burns,Ipswich Town,Liverpool,2.5,401,TAB
Arsenal v Wolverhampton Wanderers,2024-08-17T14:00:00.000Z,Player Goals,Arsenal,Wolverhampton Wanderers,Ben White,Arsenal,Wolverhampton Wanderers,0.5,7,TAB
Arsenal v Wolverhampton Wanderers,2024-08-17T14:00:00.000Z,Player Goals,Arsenal,Wolverhampton Wanderers,Ben White,Arsenal,Wolverhampton Wanderers,1.5,81,TAB
Arsenal v Wolverhampton Wanderers,2024-08-17T14:00:00.000Z,Player Goals,Arsenal,Wolverhampton Wanderers,Ben White,Arsenal,Wolverhampton Wanderers,2.5,401,TAB
Arsenal v Wolverhampton Wanderers,2024-08-17T14:00:00.000Z,Player Goals,Arsenal,Wolverhampton Wanderers,Bukayo Saka,Arsenal,Wolverhampton Wanderers,0.5,1.95,TAB
Arsenal v Wolverhampton Wanderers,2024-08-17T14:00:00.000Z,Player Goals,Arsenal,Wolverhampton Wanderers,Bukayo Saka,Arsenal,Wolverhampton Wanderers,1.5,6,TAB
Arsenal v Wolverhampton Wanderers,2024-08-17T14:00:00.000Z,Player Goals,Arsenal,Wolverhampton Wanderers,Bukayo Saka,Arsenal,Wolverhampton Wanderers,2.5,17,TAB
Arsenal v Wolverhampton Wanderers,2024-08-17T14:00:00.000Z,Player Goals,Arsenal,Wolverhampton Wanderers,Chiquinho,Wolverhampton Wanderers,Arsenal,0.5,8,TAB
Arsenal v Wolverhampton Wanderers,2024-08-17T14:00:00.000Z,Player Goals,Arsenal,Wolverhampton Wanderers,Chiquinho,Wolverhampton Wanderers,Arsenal,1.5,101,TAB
Arsenal v Wolverhampton Wanderers,2024-08-17T14:00:00.000Z,Player Goals,Arsenal,Wolverhampton Wanderers,Chiquinho,Wolverhampton Wanderers,Arsenal,2.5,401,TAB
Arsenal v Wolverhampton Wanderers,2024-08-17T14:00:00.000Z,Player Goals,Arsenal,Wolverhampton Wanderers,Craig Dawson,Wolverhampton Wanderers,Arsenal,0.5,17,TAB
Arsenal v Wolverhampton Wanderers,2024-08-17T14:00:00.000Z,Player Goals,Arsenal,Wolverhampton Wanderers,Craig Dawson,Wolverhampton Wanderers,Arsenal,1.5,401,TAB
Arsenal v Wolverhampton Wanderers,2024-08-17T14:00:00.000Z,Player Goals,Arsenal,Wolverhampton Wanderers,Craig Dawson,Wolverhampton Wanderers,Arsenal,2.5,401,TAB
Arsenal v Wolverhampton Wanderers,2024-08-17T14:00:00.000Z,Player Goals,Arsenal,Wolverhampton Wanderers,Declan Rice,Arsenal,Wolverhampton Wanderers,0.5,4.25,TAB
Arsenal v Wolverhampton Wanderers,2024-08-17T14:00:00.000Z,Player Goals,Arsenal,Wolverhampton Wanderers,Declan Rice,Arsenal,Wolverhampton Wanderers,1.5,21,TAB
Arsenal v Wolverhampton Wanderers,2024-08-17T14:00:00.000Z,Player Goals,Arsenal,Wolverhampton Wanderers,Declan Rice,Arsenal,Wolverhampton Wanderers,2.5,201,TAB
Arsenal v Wolverhampton Wanderers,2024-08-17T14:00:00.000Z,Player Goals,Arsenal,Wolverhampton Wanderers,Eddie Nketiah,Arsenal,Wolverhampton Wanderers,0.5,2.15,TAB
Arsenal v Wolverhampton Wanderers,2024-08-17T14:00:00.000Z,Player Goals,Arsenal,Wolverhampton Wanderers,Eddie Nketiah,Arsenal,Wolverhampton Wanderers,1.5,7.5,TAB
Arsenal v Wolverhampton Wanderers,2024-08-17T14:00:00.000Z,Player Goals,Arsenal,Wolverhampton Wanderers,Eddie Nketiah,Arsenal,Wolverhampton Wanderers,2.5,26,TAB
Arsenal v Wolverhampton Wanderers,2024-08-17T14:00:00.000Z,Player Goals,Arsenal,Wolverhampton Wanderers,Fábio Vieira,Arsenal,Wolverhampton Wanderers,0.5,3.6,TAB
Arsenal v Wolverhampton Wanderers,2024-08-17T14:00:00.000Z,Player Goals,Arsenal,Wolverhampton Wanderers,Fábio Vieira,Arsenal,Wolverhampton Wanderers,1.5,17,TAB
Arsenal v Wolverhampton Wanderers,2024-08-17T14:00:00.000Z,Player Goals,Arsenal,Wolverhampton Wanderers,Fábio Vieira,Arsenal,Wolverhampton Wanderers,2.5,101,TAB
Arsenal v Wolverhampton Wanderers,2024-08-17T14:00:00.000Z,Player Goals,Arsenal,Wolverhampton Wanderers,Gabriel Jesus,Arsenal,Wolverhampton Wanderers,0.5,1.95,TAB
Arsenal v Wolverhampton Wanderers,2024-08-17T14:00:00.000Z,Player Goals,Arsenal,Wolverhampton Wanderers,Gabriel Jesus,Arsenal,Wolverhampton Wanderers,1.5,6,TAB
Arsenal v Wolverhampton Wanderers,2024-08-17T14:00:00.000Z,Player Goals,Arsenal,Wolverhampton Wanderers,Gabriel Jesus,Arsenal,Wolverhampton Wanderers,2.5,17,TAB
Arsenal v Wolverhampton Wanderers,2024-08-17T14:00:00.000Z,Player Goals,Arsenal,Wolverhampton Wanderers,Gabriel Magalhães,Arsenal,Wolverhampton Wanderers,0.5,5,TAB
Arsenal v Wolverhampton Wanderers,2024-08-17T14:00:00.000Z,Player Goals,Arsenal,Wolverhampton Wanderers,Gabriel Magalhães,Arsenal,Wolverhampton Wanderers,1.5,41,TAB
Arsenal v Wolverhampton Wanderers,2024-08-17T14:00:00.000Z,Player Goals,Arsenal,Wolverhampton Wanderers,Gabriel Magalhães,Arsenal,Wolverhampton Wanderers,2.5,301,TAB
Arsenal v Wolverhampton Wanderers,2024-08-17T14:00:00.000Z,Player Goals,Arsenal,Wolverhampton Wanderers,Gabriel Martinelli,Arsenal,Wolverhampton Wanderers,0.5,2.2,TAB
Arsenal v Wolverhampton Wanderers,2024-08-17T14:00:00.000Z,Player Goals,Arsenal,Wolverhampton Wanderers,Gabriel Martinelli,Arsenal,Wolverhampton Wanderers,1.5,8,TAB
Arsenal v Wolverhampton Wanderers,2024-08-17T14:00:00.000Z,Player Goals,Arsenal,Wolverhampton Wanderers,Gabriel Martinelli,Arsenal,Wolverhampton Wanderers,2.5,26,TAB
Arsenal v Wolverhampton Wanderers,2024-08-17T14:00:00.000Z,Player Goals,Arsenal,Wolverhampton Wanderers,Gonçalo Guedes,Wolverhampton Wanderers,Arsenal,0.5,8,TAB
Arsenal v Wolverhampton Wanderers,2024-08-17T14:00:00.000Z,Player Goals,Arsenal,Wolverhampton Wanderers,Gonçalo Guedes,Wolverhampton Wanderers,Arsenal,1.5,101,TAB
Arsenal v Wolverhampton Wanderers,2024-08-17T14:00:00.000Z,Player Goals,Arsenal,Wolverhampton Wanderers,Gonçalo Guedes,Wolverhampton Wanderers,Arsenal,2.5,401,TAB
Arsenal v Wolverhampton Wanderers,2024-08-17T14:00:00.000Z,Player Goals,Arsenal,Wolverhampton Wanderers,Hee-chan Hwang,Wolverhampton Wanderers,Arsenal,0.5,5.5,TAB
Arsenal v Wolverhampton Wanderers,2024-08-17T14:00:00.000Z,Player Goals,Arsenal,Wolverhampton Wanderers,Hee-chan Hwang,Wolverhampton Wanderers,Arsenal,1.5,41,TAB
Arsenal v Wolverhampton Wanderers,2024-08-17T14:00:00.000Z,Player Goals,Arsenal,Wolverhampton Wanderers,Hee-chan Hwang,Wolverhampton Wanderers,Arsenal,2.5,301,TAB
Arsenal v Wolverhampton Wanderers,2024-08-17T14:00:00.000Z,Player Goals,Arsenal,Wolverhampton Wanderers,Jakub Kiwior,Arsenal,Wolverhampton Wanderers,0.5,9,TAB
