match,home_team,away_team,market_name,player_name,player_team,line,over_price,agency,opposition_team,EventKey,MarketKey,OutcomeKey
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Joe Lumley,Southampton,0.5,301,Pointsbet,Crystal Palace,2035653,77487255,32
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Jean-Philippe Mateta,Crystal Palace,1.5,8.5,Pointsbet,Southampton,2035653,77487256,7
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Eddie Nketiah,Arsenal,1.5,10,Pointsbet,Crystal Palace,2035653,77487256,11
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Eddie Nketiah,Crystal Palace,1.5,10,Pointsbet,Southampton,2035653,77487256,11
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Ismaïla Sarr,Crystal Palace,1.5,10.5,Pointsbet,Southampton,2035653,77487256,8
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Eberechi Eze,Crystal Palace,1.5,12,Pointsbet,Southampton,2035653,77487256,10
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Ross Stewart,Southampton,1.5,17,Pointsbet,Crystal Palace,2035653,77487256,40
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Matheus França,Crystal Palace,1.5,20,Pointsbet,Southampton,2035653,77487256,20
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Daichi Kamada,Crystal Palace,1.5,23,Pointsbet,Southampton,2035653,77487256,13
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Paul Onuachu,Southampton,1.5,26,Pointsbet,Crystal Palace,2035653,77487256,26
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Adam Armstrong,Southampton,1.5,29,Pointsbet,Crystal Palace,2035653,77487256,31
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,J. Devenny,NA,1.5,31,Pointsbet,NA,2035653,77487256,21
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Ben Brereton Díaz,Southampton,1.5,31,Pointsbet,Crystal Palace,2035653,77487256,38
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Cameron Archer,Southampton,1.5,31,Pointsbet,Crystal Palace,2035653,77487256,44
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Jeffrey Schlupp,Crystal Palace,1.5,36,Pointsbet,Southampton,2035653,77487256,2
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Maxwel Cornet,Southampton,1.5,61,Pointsbet,Crystal Palace,2035653,77487256,30
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Kamaldeen Sulemana,Southampton,1.5,61,Pointsbet,Crystal Palace,2035653,77487256,47
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Daniel Muñoz,Crystal Palace,1.5,71,Pointsbet,Southampton,2035653,77487256,12
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Jefferson Lerma,Crystal Palace,1.5,81,Pointsbet,Southampton,2035653,77487256,6
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Fraser,NA,1.5,91,Pointsbet,NA,2035653,77487256,28
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Joe Aribo,Southampton,1.5,91,Pointsbet,Crystal Palace,2035653,77487256,34
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Will Hughes,Crystal Palace,1.5,101,Pointsbet,Southampton,2035653,77487256,3
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Mateus Fernandes,Southampton,1.5,101,Pointsbet,Crystal Palace,2035653,77487256,49
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Trevoh Chalobah,Chelsea,1.5,151,Pointsbet,Crystal Palace,2035653,77487256,9
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Cheick Doucouré,Crystal Palace,1.5,151,Pointsbet,Southampton,2035653,77487256,14
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,M. Lacroix,NA,1.5,151,Pointsbet,NA,2035653,77487256,15
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Chris Richards,Crystal Palace,1.5,151,Pointsbet,Southampton,2035653,77487256,16
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Adam Wharton,Crystal Palace,1.5,151,Pointsbet,Southampton,2035653,77487256,22
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Adam Lallana,Southampton,1.5,151,Pointsbet,Crystal Palace,2035653,77487256,24
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Will Smallbone,Southampton,1.5,151,Pointsbet,Crystal Palace,2035653,77487256,36
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Rob Holding,Crystal Palace,1.5,176,Pointsbet,Southampton,2035653,77487256,5
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Chadi Riad,Crystal Palace,1.5,176,Pointsbet,Southampton,2035653,77487256,19
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Tyrick Mitchell,Crystal Palace,1.5,201,Pointsbet,Southampton,2035653,77487256,18
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Joel Ward,Crystal Palace,1.5,251,Pointsbet,Southampton,2035653,77487256,4
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Armel Bella-Kotchap,Southampton,1.5,251,Pointsbet,Crystal Palace,2035653,77487256,45
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Marc Guéhi,Crystal Palace,1.5,301,Pointsbet,Southampton,2035653,77487256,17
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Kyle Walker-Peters,Southampton,1.5,301,Pointsbet,Crystal Palace,2035653,77487256,35
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Ryan Manning,Southampton,1.5,301,Pointsbet,Crystal Palace,2035653,77487256,37
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Flynn Downes,Southampton,1.5,301,Pointsbet,Crystal Palace,2035653,77487256,39
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Taylor Harwood-Bellis,Southampton,1.5,301,Pointsbet,Crystal Palace,2035653,77487256,43
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Nathaniel Clyne,Crystal Palace,1.5,351,Pointsbet,Southampton,2035653,77487256,1
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Yukinari Sugawara,Southampton,1.5,351,Pointsbet,Crystal Palace,2035653,77487256,41
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Jack Stephens,Southampton,1.5,451,Pointsbet,Crystal Palace,2035653,77487256,25
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Jan Bednarek,Southampton,1.5,451,Pointsbet,Crystal Palace,2035653,77487256,29
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,James Bree,Southampton,1.5,451,Pointsbet,Crystal Palace,2035653,77487256,33
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Lesley Ugochukwu,Southampton,1.5,451,Pointsbet,Crystal Palace,2035653,77487256,46
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Nathan Wood,Southampton,1.5,751,Pointsbet,Crystal Palace,2035653,77487256,42
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Ronnie Edwards,Southampton,1.5,751,Pointsbet,Crystal Palace,2035653,77487256,48
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Charlie Taylor,Southampton,1.5,1001,Pointsbet,Crystal Palace,2035653,77487256,27
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Jean-Philippe Mateta,Crystal Palace,2.5,36,Pointsbet,Southampton,2035653,77487257,7
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Ismaïla Sarr,Crystal Palace,2.5,61,Pointsbet,Southampton,2035653,77487257,8
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Eddie Nketiah,Arsenal,2.5,61,Pointsbet,Crystal Palace,2035653,77487257,11
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Eddie Nketiah,Crystal Palace,2.5,61,Pointsbet,Southampton,2035653,77487257,11
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Eberechi Eze,Crystal Palace,2.5,71,Pointsbet,Southampton,2035653,77487257,10
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Ross Stewart,Southampton,2.5,131,Pointsbet,Crystal Palace,2035653,77487257,40
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Daichi Kamada,Crystal Palace,2.5,201,Pointsbet,Southampton,2035653,77487257,13
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Matheus França,Crystal Palace,2.5,201,Pointsbet,Southampton,2035653,77487257,20
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Paul Onuachu,Southampton,2.5,201,Pointsbet,Crystal Palace,2035653,77487257,26
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Adam Armstrong,Southampton,2.5,201,Pointsbet,Crystal Palace,2035653,77487257,31
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Ben Brereton Díaz,Southampton,2.5,201,Pointsbet,Crystal Palace,2035653,77487257,38
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Cameron Archer,Southampton,2.5,201,Pointsbet,Crystal Palace,2035653,77487257,44
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,J. Devenny,NA,2.5,301,Pointsbet,NA,2035653,77487257,21
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Jefferson Lerma,Crystal Palace,2.5,351,Pointsbet,Southampton,2035653,77487257,6
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Maxwel Cornet,Southampton,2.5,351,Pointsbet,Crystal Palace,2035653,77487257,30
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Jeffrey Schlupp,Crystal Palace,2.5,451,Pointsbet,Southampton,2035653,77487257,2
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Joe Aribo,Southampton,2.5,451,Pointsbet,Crystal Palace,2035653,77487257,34
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Kamaldeen Sulemana,Southampton,2.5,451,Pointsbet,Crystal Palace,2035653,77487257,47
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Adam Wharton,Crystal Palace,2.5,751,Pointsbet,Southampton,2035653,77487257,22
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Fraser,NA,2.5,751,Pointsbet,NA,2035653,77487257,28
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Will Smallbone,Southampton,2.5,751,Pointsbet,Crystal Palace,2035653,77487257,36
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Tyrick Mitchell,Crystal Palace,2.5,1001,Pointsbet,Southampton,2035653,77487257,18
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Chris Wood,Nottingham Forest,0.5,3,Pointsbet,Everton,2035654,77487273,26
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Taiwo Awoniyi,Nottingham Forest,0.5,3,Pointsbet,Everton,2035654,77487273,33
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Dominic Calvert-Lewin,Everton,0.5,3.4,Pointsbet,Nottingham Forest,2035654,77487273,8
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,A. Broja,NA,0.5,3.8,Pointsbet,NA,2035654,77487273,14
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Beto,Everton,0.5,3.8,Pointsbet,Nottingham Forest,2035654,77487273,17
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Chermiti,Everton,0.5,4,Pointsbet,Nottingham Forest,2035654,77487273,22
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Emmanuel Dennis,Nottingham Forest,0.5,4,Pointsbet,Everton,2035654,77487273,34
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Ramón Sosa,Nottingham Forest,0.5,5.25,Pointsbet,Everton,2035654,77487273,47
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Jesper Lindstrøm,Everton,0.5,5.5,Pointsbet,Nottingham Forest,2035654,77487273,16
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Iliman Ndiaye,Everton,0.5,5.5,Pointsbet,Nottingham Forest,2035654,77487273,23
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,João Pedro,Brighton & Hove Albion,0.5,5.5,Pointsbet,Everton,2035654,77487273,46
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Morgan Gibbs-White,Nottingham Forest,0.5,5.75,Pointsbet,Everton,2035654,77487273,36
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Abdoulaye Doucouré,Everton,0.5,6,Pointsbet,Nottingham Forest,2035654,77487273,4
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Jack Harrison,Everton,0.5,6,Pointsbet,Nottingham Forest,2035654,77487273,9
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Dwight McNeil,Everton,0.5,6,Pointsbet,Nottingham Forest,2035654,77487273,15
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Callum Hudson-Odoi,Nottingham Forest,0.5,6,Pointsbet,Everton,2035654,77487273,40
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Anthony Elanga,Nottingham Forest,0.5,6,Pointsbet,Everton,2035654,77487273,42
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Dele Alli,NA,0.5,6.5,Pointsbet,NA,2035654,77487273,5
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,B. Marshall,NA,0.5,7.5,Pointsbet,NA,2035654,77487273,27
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,James Ward-Prowse,West Ham United,0.5,9,Pointsbet,Everton,2035654,77487273,29
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,James Ward-Prowse,Nottingham Forest,0.5,9,Pointsbet,Everton,2035654,77487273,29
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Ryan Yates,Nottingham Forest,0.5,9,Pointsbet,Everton,2035654,77487273,37
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Nicolás Domínguez,Nottingham Forest,0.5,9,Pointsbet,Everton,2035654,77487273,38
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Elliot Anderson,Nottingham Forest,0.5,9,Pointsbet,Everton,2035654,77487273,49
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,James Tarkowski,Everton,0.5,11,Pointsbet,Nottingham Forest,2035654,77487273,6
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,James Garner,Everton,0.5,11,Pointsbet,Nottingham Forest,2035654,77487273,13
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Tim Iroegbunam,Everton,0.5,11.5,Pointsbet,Nottingham Forest,2035654,77487273,24
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Idrissa Gueye,Everton,0.5,12,Pointsbet,Nottingham Forest,2035654,77487273,3
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Mangala,NA,0.5,12,Pointsbet,NA,2035654,77487273,10
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Danilo,Nottingham Forest,0.5,12,Pointsbet,Everton,2035654,77487273,48
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Ibrahim Sangaré,Nottingham Forest,0.5,13,Pointsbet,Everton,2035654,77487273,35
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Michael Keane,Everton,0.5,14,Pointsbet,Nottingham Forest,2035654,77487273,7
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Neco Williams,Nottingham Forest,0.5,14,Pointsbet,Everton,2035654,77487273,41
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Ashley Young,Everton,0.5,16,Pointsbet,Nottingham Forest,2035654,77487273,1
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Willy Boly,Nottingham Forest,0.5,16,Pointsbet,Everton,2035654,77487273,28
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Nikola Milenković,Nottingham Forest,0.5,16,Pointsbet,Everton,2035654,77487273,39
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Joe O'Brien,NA,0.5,18,Pointsbet,NA,2035654,77487273,21
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Álex Moreno,Nottingham Forest,0.5,18,Pointsbet,Everton,2035654,77487273,30
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Harry Toffolo,Nottingham Forest,0.5,18,Pointsbet,Everton,2035654,77487273,31
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Felipe Rodrigues,NA,0.5,18,Pointsbet,NA,2035654,77487273,45
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Jarrad Branthwaite,Everton,0.5,19,Pointsbet,Nottingham Forest,2035654,77487273,19
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Séamus Coleman,Everton,0.5,21,Pointsbet,Nottingham Forest,2035654,77487273,2
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Vitaliy Mykolenko,Everton,0.5,21,Pointsbet,Nottingham Forest,2035654,77487273,11
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Murillo,Nottingham Forest,0.5,21,Pointsbet,Everton,2035654,77487273,50
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,N. Patterson,NA,0.5,23,Pointsbet,NA,2035654,77487273,18
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Ola Aina,Nottingham Forest,0.5,26,Pointsbet,Everton,2035654,77487273,32
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Andrew Omobamidele,Nottingham Forest,0.5,26,Pointsbet,Everton,2035654,77487273,43
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Carlos Miguel,Nottingham Forest,0.5,351,Pointsbet,Everton,2035654,77487273,44
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Taiwo Awoniyi,Nottingham Forest,1.5,13,Pointsbet,Everton,2035654,77487274,33
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Chris Wood,Nottingham Forest,1.5,15,Pointsbet,Everton,2035654,77487274,26
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Dominic Calvert-Lewin,Everton,1.5,17,Pointsbet,Nottingham Forest,2035654,77487274,8
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,A. Broja,NA,1.5,21,Pointsbet,NA,2035654,77487274,14
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Beto,Everton,1.5,21,Pointsbet,Nottingham Forest,2035654,77487274,17
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Chermiti,Everton,1.5,23,Pointsbet,Nottingham Forest,2035654,77487274,22
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Emmanuel Dennis,Nottingham Forest,1.5,23,Pointsbet,Everton,2035654,77487274,34
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Iliman Ndiaye,Everton,1.5,41,Pointsbet,Nottingham Forest,2035654,77487274,23
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,João Pedro,Brighton & Hove Albion,1.5,41,Pointsbet,Everton,2035654,77487274,46
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Ramón Sosa,Nottingham Forest,1.5,41,Pointsbet,Everton,2035654,77487274,47
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Jesper Lindstrøm,Everton,1.5,51,Pointsbet,Nottingham Forest,2035654,77487274,16
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Morgan Gibbs-White,Nottingham Forest,1.5,51,Pointsbet,Everton,2035654,77487274,36
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Anthony Elanga,Nottingham Forest,1.5,51,Pointsbet,Everton,2035654,77487274,42
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Abdoulaye Doucouré,Everton,1.5,61,Pointsbet,Nottingham Forest,2035654,77487274,4
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Dele Alli,NA,1.5,61,Pointsbet,NA,2035654,77487274,5
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Jack Harrison,Everton,1.5,61,Pointsbet,Nottingham Forest,2035654,77487274,9
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Dwight McNeil,Everton,1.5,61,Pointsbet,Nottingham Forest,2035654,77487274,15
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Callum Hudson-Odoi,Nottingham Forest,1.5,61,Pointsbet,Everton,2035654,77487274,40
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,B. Marshall,NA,1.5,91,Pointsbet,NA,2035654,77487274,27
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Elliot Anderson,Nottingham Forest,1.5,101,Pointsbet,Everton,2035654,77487274,49
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Ryan Yates,Nottingham Forest,1.5,121,Pointsbet,Everton,2035654,77487274,37
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Nicolás Domínguez,Nottingham Forest,1.5,121,Pointsbet,Everton,2035654,77487274,38
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,James Ward-Prowse,West Ham United,1.5,131,Pointsbet,Everton,2035654,77487274,29
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,James Ward-Prowse,Nottingham Forest,1.5,131,Pointsbet,Everton,2035654,77487274,29
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,James Tarkowski,Everton,1.5,151,Pointsbet,Nottingham Forest,2035654,77487274,6
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Ibrahim Sangaré,Nottingham Forest,1.5,151,Pointsbet,Everton,2035654,77487274,35
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Mangala,NA,1.5,176,Pointsbet,NA,2035654,77487274,10
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Tim Iroegbunam,Everton,1.5,176,Pointsbet,Nottingham Forest,2035654,77487274,24
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Danilo,Nottingham Forest,1.5,176,Pointsbet,Everton,2035654,77487274,48
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Michael Keane,Everton,1.5,201,Pointsbet,Nottingham Forest,2035654,77487274,7
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,James Garner,Everton,1.5,201,Pointsbet,Nottingham Forest,2035654,77487274,13
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Álex Moreno,Nottingham Forest,1.5,201,Pointsbet,Everton,2035654,77487274,30
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Ashley Young,Everton,1.5,251,Pointsbet,Nottingham Forest,2035654,77487274,1
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Idrissa Gueye,Everton,1.5,251,Pointsbet,Nottingham Forest,2035654,77487274,3
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Nikola Milenković,Nottingham Forest,1.5,251,Pointsbet,Everton,2035654,77487274,39
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Neco Williams,Nottingham Forest,1.5,251,Pointsbet,Everton,2035654,77487274,41
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Murillo,Nottingham Forest,1.5,251,Pointsbet,Everton,2035654,77487274,50
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Vitaliy Mykolenko,Everton,1.5,301,Pointsbet,Nottingham Forest,2035654,77487274,11
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,N. Patterson,NA,1.5,301,Pointsbet,NA,2035654,77487274,18
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Willy Boly,Nottingham Forest,1.5,301,Pointsbet,Everton,2035654,77487274,28
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Ola Aina,Nottingham Forest,1.5,301,Pointsbet,Everton,2035654,77487274,32
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Séamus Coleman,Everton,1.5,351,Pointsbet,Nottingham Forest,2035654,77487274,2
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Jarrad Branthwaite,Everton,1.5,351,Pointsbet,Nottingham Forest,2035654,77487274,19
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Joe O'Brien,NA,1.5,351,Pointsbet,NA,2035654,77487274,21
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Harry Toffolo,Nottingham Forest,1.5,351,Pointsbet,Everton,2035654,77487274,31
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Andrew Omobamidele,Nottingham Forest,1.5,351,Pointsbet,Everton,2035654,77487274,43
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Felipe Rodrigues,NA,1.5,451,Pointsbet,NA,2035654,77487274,45
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Chris Wood,Nottingham Forest,2.5,81,Pointsbet,Everton,2035654,77487275,26
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Dominic Calvert-Lewin,Everton,2.5,91,Pointsbet,Nottingham Forest,2035654,77487275,8
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Taiwo Awoniyi,Nottingham Forest,2.5,91,Pointsbet,Everton,2035654,77487275,33
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Beto,Everton,2.5,131,Pointsbet,Nottingham Forest,2035654,77487275,17
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,A. Broja,NA,2.5,151,Pointsbet,NA,2035654,77487275,14
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Emmanuel Dennis,Nottingham Forest,2.5,151,Pointsbet,Everton,2035654,77487275,34
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Chermiti,Everton,2.5,201,Pointsbet,Nottingham Forest,2035654,77487275,22
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Dwight McNeil,Everton,2.5,301,Pointsbet,Nottingham Forest,2035654,77487275,15
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Jesper Lindstrøm,Everton,2.5,301,Pointsbet,Nottingham Forest,2035654,77487275,16
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Morgan Gibbs-White,Nottingham Forest,2.5,301,Pointsbet,Everton,2035654,77487275,36
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Ramón Sosa,Nottingham Forest,2.5,301,Pointsbet,Everton,2035654,77487275,47
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Jack Harrison,Everton,2.5,351,Pointsbet,Nottingham Forest,2035654,77487275,9
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Iliman Ndiaye,Everton,2.5,351,Pointsbet,Nottingham Forest,2035654,77487275,23
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Anthony Elanga,Nottingham Forest,2.5,351,Pointsbet,Everton,2035654,77487275,42
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Abdoulaye Doucouré,Everton,2.5,451,Pointsbet,Nottingham Forest,2035654,77487275,4
Everton v Nottingham Forest,Everton,Nottingham Forest,Player Goals,Dele Alli,NA,2.5,451,Pointsbet,NA,2035654,77487275,5
