match,player_name,line,over_price,under_price,market_name,agency,player_team
Manchester City v Tottenham Hotspur,Destiny Udogie,2.5,21,NA,Player Shots,Bet365,Tottenham Hotspur
Manchester City v Tottenham Hotspur,Destiny Udogie,3.5,NA,NA,Player Shots,Bet365,Tottenham Hotspur
Manchester City v Tottenham Hotspur,Djed Spence,0.5,2.1,NA,Player Shots,Bet365,Tottenham Hotspur
Manchester City v Tottenham Hotspur,Djed Spence,1.5,6.5,NA,Player Shots,Bet365,Tottenham Hotspur
Manchester City v Tottenham Hotspur,Djed Spence,2.5,19,NA,Player Shots,Bet365,Tottenham Hotspur
Manchester City v Tottenham Hotspur,Djed Spence,3.5,NA,NA,Player Shots,Bet365,Tottenham Hotspur
Manchester City v Tottenham Hotspur,Dominic Solanke,0.5,1.071,NA,Player Shots,Bet365,Tottenham Hotspur
Manchester City v Tottenham Hotspur,Dominic Solanke,1.5,1.4,NA,Player Shots,Bet365,Tottenham Hotspur
Manchester City v Tottenham Hotspur,Dominic Solanke,2.5,2.1,NA,Player Shots,Bet365,Tottenham Hotspur
Manchester City v Tottenham Hotspur,Dominic Solanke,3.5,3.75,NA,Player Shots,Bet365,Tottenham Hotspur
Manchester City v Tottenham Hotspur,Erling Haaland,0.5,1.01,NA,Player Shots,Bet365,Manchester City
Manchester City v Tottenham Hotspur,Erling Haaland,1.5,1.071,NA,Player Shots,Bet365,Manchester City
Manchester City v Tottenham Hotspur,Erling Haaland,2.5,1.25,NA,Player Shots,Bet365,Manchester City
Manchester City v Tottenham Hotspur,Erling Haaland,3.5,1.61,2.2,Player Shots,Bet365,Manchester City
Manchester City v Tottenham Hotspur,Erling Haaland,3.5,1.61,NA,Player Shots,Bet365,Manchester City
Manchester City v Tottenham Hotspur,Ilkay G<c3><bc>ndogan,0.5,1.11,NA,Player Shots,Bet365,NA
Manchester City v Tottenham Hotspur,Ilkay G<c3><bc>ndogan,1.5,1.5,NA,Player Shots,Bet365,NA
Manchester City v Tottenham Hotspur,Ilkay G<c3><bc>ndogan,2.5,2.5,NA,Player Shots,Bet365,NA
Manchester City v Tottenham Hotspur,Ilkay G<c3><bc>ndogan,3.5,4.5,NA,Player Shots,Bet365,NA
Manchester City v Tottenham Hotspur,J<c3><a9>r<c3><a9>my Doku,0.5,1.071,NA,Player Shots,Bet365,NA
Manchester City v Tottenham Hotspur,J<c3><a9>r<c3><a9>my Doku,1.5,1.36,NA,Player Shots,Bet365,NA
Manchester City v Tottenham Hotspur,J<c3><a9>r<c3><a9>my Doku,2.5,2,NA,Player Shots,Bet365,NA
Manchester City v Tottenham Hotspur,J<c3><a9>r<c3><a9>my Doku,3.5,3.5,NA,Player Shots,Bet365,NA
Manchester City v Tottenham Hotspur,Joao Palhinha,0.5,1.61,NA,Player Shots,Bet365,NA
Manchester City v Tottenham Hotspur,Joao Palhinha,1.5,3.75,NA,Player Shots,Bet365,NA
Manchester City v Tottenham Hotspur,Joao Palhinha,2.5,11,NA,Player Shots,Bet365,NA
Manchester City v Tottenham Hotspur,Joao Palhinha,3.5,21,NA,Player Shots,Bet365,NA
Manchester City v Tottenham Hotspur,John Stones,0.5,1.83,NA,Player Shots,Bet365,Manchester City
Manchester City v Tottenham Hotspur,John Stones,1.5,5,NA,Player Shots,Bet365,Manchester City
Manchester City v Tottenham Hotspur,John Stones,2.5,15,NA,Player Shots,Bet365,Manchester City
Manchester City v Tottenham Hotspur,John Stones,3.5,NA,NA,Player Shots,Bet365,Manchester City
Manchester City v Tottenham Hotspur,Josko Gvardiol,0.5,1.44,NA,Player Shots,Bet365,Manchester City
Manchester City v Tottenham Hotspur,Josko Gvardiol,1.5,3,NA,Player Shots,Bet365,Manchester City
Manchester City v Tottenham Hotspur,Josko Gvardiol,2.5,7,NA,Player Shots,Bet365,Manchester City
Manchester City v Tottenham Hotspur,Josko Gvardiol,3.5,19,NA,Player Shots,Bet365,Manchester City
Manchester City v Tottenham Hotspur,Kevin Danso,0.5,2.25,NA,Player Shots,Bet365,Tottenham Hotspur
Manchester City v Tottenham Hotspur,Kevin Danso,1.5,8,NA,Player Shots,Bet365,Tottenham Hotspur
Manchester City v Tottenham Hotspur,Kevin Danso,2.5,21,NA,Player Shots,Bet365,Tottenham Hotspur
Manchester City v Tottenham Hotspur,Kevin Danso,3.5,NA,NA,Player Shots,Bet365,Tottenham Hotspur
Manchester City v Tottenham Hotspur,Lucas Bergvall,0.5,1.72,NA,Player Shots,Bet365,Tottenham Hotspur
Manchester City v Tottenham Hotspur,Lucas Bergvall,1.5,4.33,NA,Player Shots,Bet365,Tottenham Hotspur
Manchester City v Tottenham Hotspur,Lucas Bergvall,2.5,13,NA,Player Shots,Bet365,Tottenham Hotspur
Manchester City v Tottenham Hotspur,Lucas Bergvall,3.5,NA,NA,Player Shots,Bet365,Tottenham Hotspur
Manchester City v Tottenham Hotspur,Manuel Akanji,0.5,1.72,NA,Player Shots,Bet365,Manchester City
Manchester City v Tottenham Hotspur,Manuel Akanji,1.5,4.33,NA,Player Shots,Bet365,Manchester City
Manchester City v Tottenham Hotspur,Manuel Akanji,2.5,13,NA,Player Shots,Bet365,Manchester City
Manchester City v Tottenham Hotspur,Manuel Akanji,3.5,NA,NA,Player Shots,Bet365,Manchester City
Manchester City v Tottenham Hotspur,Mateo Kovacic,0.5,1.4,NA,Player Shots,Bet365,Manchester City
Manchester City v Tottenham Hotspur,Mateo Kovacic,1.5,2.62,NA,Player Shots,Bet365,Manchester City
Manchester City v Tottenham Hotspur,Mateo Kovacic,2.5,6,NA,Player Shots,Bet365,Manchester City
Manchester City v Tottenham Hotspur,Mateo Kovacic,3.5,15,NA,Player Shots,Bet365,Manchester City
Manchester City v Tottenham Hotspur,Matheus Nunes,0.5,1.33,NA,Player Shots,Bet365,Manchester City
Manchester City v Tottenham Hotspur,Matheus Nunes,1.5,2.37,NA,Player Shots,Bet365,Manchester City
Manchester City v Tottenham Hotspur,Matheus Nunes,2.5,5.5,NA,Player Shots,Bet365,Manchester City
Manchester City v Tottenham Hotspur,Matheus Nunes,3.5,13,NA,Player Shots,Bet365,Manchester City
Manchester City v Tottenham Hotspur,Mathys Tel,0.5,1.083,NA,Player Shots,Bet365,Tottenham Hotspur
Manchester City v Tottenham Hotspur,Mathys Tel,1.5,1.4,NA,Player Shots,Bet365,Tottenham Hotspur
Manchester City v Tottenham Hotspur,Mathys Tel,2.5,2.2,NA,Player Shots,Bet365,Tottenham Hotspur
Manchester City v Tottenham Hotspur,Mathys Tel,3.5,3.75,NA,Player Shots,Bet365,Tottenham Hotspur
Manchester City v Tottenham Hotspur,Micky van de Ven,0.5,2.37,NA,Player Shots,Bet365,Tottenham Hotspur
Manchester City v Tottenham Hotspur,Micky van de Ven,1.5,8,NA,Player Shots,Bet365,Tottenham Hotspur
Manchester City v Tottenham Hotspur,Micky van de Ven,2.5,21,NA,Player Shots,Bet365,Tottenham Hotspur
Manchester City v Tottenham Hotspur,Micky van de Ven,3.5,NA,NA,Player Shots,Bet365,Tottenham Hotspur
Manchester City v Tottenham Hotspur,Mohammed Kudus,0.5,1.16,NA,Player Shots,Bet365,Tottenham Hotspur
Manchester City v Tottenham Hotspur,Mohammed Kudus,1.5,1.72,2,Player Shots,Bet365,Tottenham Hotspur
Manchester City v Tottenham Hotspur,Mohammed Kudus,1.5,1.72,NA,Player Shots,Bet365,Tottenham Hotspur
Manchester City v Tottenham Hotspur,Mohammed Kudus,2.5,3.25,NA,Player Shots,Bet365,Tottenham Hotspur
Manchester City v Tottenham Hotspur,Mohammed Kudus,3.5,6.5,NA,Player Shots,Bet365,Tottenham Hotspur
Manchester City v Tottenham Hotspur,Nathan Ak<c3><a9>,0.5,1.83,NA,Player Shots,Bet365,NA
Manchester City v Tottenham Hotspur,Nathan Ak<c3><a9>,1.5,5,NA,Player Shots,Bet365,NA
Manchester City v Tottenham Hotspur,Nathan Ak<c3><a9>,2.5,15,NA,Player Shots,Bet365,NA
Manchester City v Tottenham Hotspur,Nathan Ak<c3><a9>,3.5,NA,NA,Player Shots,Bet365,NA
Manchester City v Tottenham Hotspur,Nico Gonzalez,0.5,1.44,2.62,Player Shots,Bet365,NA
Manchester City v Tottenham Hotspur,Nico Gonzalez,0.5,1.44,NA,Player Shots,Bet365,NA
Manchester City v Tottenham Hotspur,Nico Gonzalez,1.5,3,NA,Player Shots,Bet365,NA
Manchester City v Tottenham Hotspur,Nico Gonzalez,2.5,7,NA,Player Shots,Bet365,NA
Manchester City v Tottenham Hotspur,Nico Gonzalez,3.5,19,NA,Player Shots,Bet365,NA
Manchester City v Tottenham Hotspur,Nico O'Reilly,0.5,1.4,NA,Player Shots,Bet365,Manchester City
Manchester City v Tottenham Hotspur,Nico O'Reilly,1.5,2.62,NA,Player Shots,Bet365,Manchester City
Manchester City v Tottenham Hotspur,Nico O'Reilly,2.5,6,NA,Player Shots,Bet365,Manchester City
Manchester City v Tottenham Hotspur,Nico O'Reilly,3.5,15,NA,Player Shots,Bet365,Manchester City
Manchester City v Tottenham Hotspur,Omar Marmoush,0.5,1.05,NA,Player Shots,Bet365,Manchester City
Manchester City v Tottenham Hotspur,Omar Marmoush,1.5,1.28,NA,Player Shots,Bet365,Manchester City
Manchester City v Tottenham Hotspur,Omar Marmoush,2.5,1.8,1.9,Player Shots,Bet365,Manchester City
Manchester City v Tottenham Hotspur,Omar Marmoush,2.5,1.8,NA,Player Shots,Bet365,Manchester City
Manchester City v Tottenham Hotspur,Omar Marmoush,3.5,2.75,NA,Player Shots,Bet365,Manchester City
Manchester City v Tottenham Hotspur,Oscar Bobb,0.5,1.071,NA,Player Shots,Bet365,Manchester City
Manchester City v Tottenham Hotspur,Oscar Bobb,1.5,1.36,NA,Player Shots,Bet365,Manchester City
Manchester City v Tottenham Hotspur,Oscar Bobb,2.5,2,NA,Player Shots,Bet365,Manchester City
Manchester City v Tottenham Hotspur,Oscar Bobb,3.5,3.5,NA,Player Shots,Bet365,Manchester City
Manchester City v Tottenham Hotspur,Pape Matar Sarr,0.5,1.53,2.37,Player Shots,Bet365,Tottenham Hotspur
Manchester City v Tottenham Hotspur,Pape Matar Sarr,0.5,1.53,NA,Player Shots,Bet365,Tottenham Hotspur
Manchester City v Tottenham Hotspur,Pape Matar Sarr,1.5,3.4,NA,Player Shots,Bet365,Tottenham Hotspur
Manchester City v Tottenham Hotspur,Pape Matar Sarr,2.5,9,NA,Player Shots,Bet365,Tottenham Hotspur
Manchester City v Tottenham Hotspur,Pape Matar Sarr,3.5,21,NA,Player Shots,Bet365,Tottenham Hotspur
Manchester City v Tottenham Hotspur,Pedro Porro,0.5,1.72,2,Player Shots,Bet365,Tottenham Hotspur
Manchester City v Tottenham Hotspur,Pedro Porro,0.5,1.72,NA,Player Shots,Bet365,Tottenham Hotspur
Manchester City v Tottenham Hotspur,Pedro Porro,1.5,4.33,NA,Player Shots,Bet365,Tottenham Hotspur
Manchester City v Tottenham Hotspur,Pedro Porro,2.5,13,NA,Player Shots,Bet365,Tottenham Hotspur
Manchester City v Tottenham Hotspur,Pedro Porro,3.5,NA,NA,Player Shots,Bet365,Tottenham Hotspur
Manchester City v Tottenham Hotspur,Phil Foden,0.5,1.04,NA,Player Shots,Bet365,Manchester City
Manchester City v Tottenham Hotspur,Phil Foden,1.5,1.22,NA,Player Shots,Bet365,Manchester City
Manchester City v Tottenham Hotspur,Phil Foden,2.5,1.66,NA,Player Shots,Bet365,Manchester City
Manchester City v Tottenham Hotspur,Phil Foden,3.5,2.62,NA,Player Shots,Bet365,Manchester City
Manchester City v Tottenham Hotspur,Rayan Ait Nouri,0.5,1.44,NA,Player Shots,Bet365,NA
Manchester City v Tottenham Hotspur,Rayan Ait Nouri,1.5,3,NA,Player Shots,Bet365,NA
Manchester City v Tottenham Hotspur,Rayan Ait Nouri,2.5,7,NA,Player Shots,Bet365,NA
Manchester City v Tottenham Hotspur,Rayan Ait Nouri,3.5,19,NA,Player Shots,Bet365,NA
Manchester City v Tottenham Hotspur,Rayan Cherki,0.5,1.025,NA,Player Shots,Bet365,Manchester City
Manchester City v Tottenham Hotspur,Rayan Cherki,1.5,1.16,NA,Player Shots,Bet365,Manchester City
Manchester City v Tottenham Hotspur,Rayan Cherki,2.5,1.53,NA,Player Shots,Bet365,Manchester City
Manchester City v Tottenham Hotspur,Rayan Cherki,3.5,2.2,NA,Player Shots,Bet365,Manchester City
Manchester City v Tottenham Hotspur,Richarlison,0.5,1.16,NA,Player Shots,Bet365,Tottenham Hotspur
Manchester City v Tottenham Hotspur,Richarlison,1.5,1.72,2,Player Shots,Bet365,Tottenham Hotspur
Manchester City v Tottenham Hotspur,Richarlison,1.5,1.72,NA,Player Shots,Bet365,Tottenham Hotspur
Manchester City v Tottenham Hotspur,Richarlison,2.5,3.25,NA,Player Shots,Bet365,Tottenham Hotspur
Manchester City v Tottenham Hotspur,Richarlison,3.5,6.5,NA,Player Shots,Bet365,Tottenham Hotspur
Manchester City v Tottenham Hotspur,Rico Lewis,0.5,1.83,NA,Player Shots,Bet365,Manchester City
Manchester City v Tottenham Hotspur,Rico Lewis,1.5,5,NA,Player Shots,Bet365,Manchester City
Manchester City v Tottenham Hotspur,Rico Lewis,2.5,15,NA,Player Shots,Bet365,Manchester City
Manchester City v Tottenham Hotspur,Rico Lewis,3.5,NA,NA,Player Shots,Bet365,Manchester City
Manchester City v Tottenham Hotspur,Rodrigo Bentancur,0.5,1.83,NA,Player Shots,Bet365,Tottenham Hotspur
Manchester City v Tottenham Hotspur,Rodrigo Bentancur,1.5,5,NA,Player Shots,Bet365,Tottenham Hotspur
Manchester City v Tottenham Hotspur,Rodrigo Bentancur,2.5,15,NA,Player Shots,Bet365,Tottenham Hotspur
Manchester City v Tottenham Hotspur,Rodrigo Bentancur,3.5,NA,NA,Player Shots,Bet365,Tottenham Hotspur
Manchester City v Tottenham Hotspur,R<c3><ba>ben Dias,0.5,1.72,2,Player Shots,Bet365,NA
Manchester City v Tottenham Hotspur,R<c3><ba>ben Dias,0.5,1.72,NA,Player Shots,Bet365,NA
Manchester City v Tottenham Hotspur,R<c3><ba>ben Dias,1.5,4.33,NA,Player Shots,Bet365,NA
Manchester City v Tottenham Hotspur,R<c3><ba>ben Dias,2.5,13,NA,Player Shots,Bet365,NA
Manchester City v Tottenham Hotspur,R<c3><ba>ben Dias,3.5,NA,NA,Player Shots,Bet365,NA
Manchester City v Tottenham Hotspur,Savinho,0.5,1.062,NA,Player Shots,Bet365,Manchester City
Manchester City v Tottenham Hotspur,Savinho,1.5,1.3,NA,Player Shots,Bet365,Manchester City
Manchester City v Tottenham Hotspur,Savinho,2.5,1.9,NA,Player Shots,Bet365,Manchester City
Manchester City v Tottenham Hotspur,Savinho,3.5,3.25,NA,Player Shots,Bet365,Manchester City
Manchester City v Tottenham Hotspur,Tijjani Reijnders,0.5,1.071,NA,Player Shots,Bet365,Manchester City
Manchester City v Tottenham Hotspur,Tijjani Reijnders,1.5,1.4,NA,Player Shots,Bet365,Manchester City
Manchester City v Tottenham Hotspur,Tijjani Reijnders,2.5,2.1,1.66,Player Shots,Bet365,Manchester City
Manchester City v Tottenham Hotspur,Tijjani Reijnders,2.5,2.1,NA,Player Shots,Bet365,Manchester City
Manchester City v Tottenham Hotspur,Tijjani Reijnders,3.5,3.75,NA,Player Shots,Bet365,Manchester City
Manchester City v Tottenham Hotspur,Wilson Odobert,0.5,1.2,NA,Player Shots,Bet365,Tottenham Hotspur
Manchester City v Tottenham Hotspur,Wilson Odobert,1.5,1.83,NA,Player Shots,Bet365,Tottenham Hotspur
Manchester City v Tottenham Hotspur,Wilson Odobert,2.5,3.75,NA,Player Shots,Bet365,Tottenham Hotspur
Manchester City v Tottenham Hotspur,Wilson Odobert,3.5,8,NA,Player Shots,Bet365,Tottenham Hotspur
Manchester City v Tottenham Hotspur,Yves Bissouma,0.5,1.72,NA,Player Shots,Bet365,Tottenham Hotspur
Manchester City v Tottenham Hotspur,Yves Bissouma,1.5,4.33,NA,Player Shots,Bet365,Tottenham Hotspur
Manchester City v Tottenham Hotspur,Yves Bissouma,2.5,13,NA,Player Shots,Bet365,Tottenham Hotspur
Manchester City v Tottenham Hotspur,Yves Bissouma,3.5,NA,NA,Player Shots,Bet365,Tottenham Hotspur
Arsenal v Leeds United,Albert Sambi Lokonga,0.5,1.25,NA,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,Albert Sambi Lokonga,1.5,2.1,NA,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,Albert Sambi Lokonga,2.5,4.33,NA,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,Albert Sambi Lokonga,3.5,10,NA,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,Anton Stach,0.5,1.44,2.62,Player Shots,Bet365,NA
Arsenal v Leeds United,Anton Stach,0.5,1.44,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Anton Stach,1.5,3,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Anton Stach,2.5,7,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Anton Stach,3.5,19,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Ao Tanaka,0.5,1.83,1.83,Player Shots,Bet365,NA
Arsenal v Leeds United,Ao Tanaka,0.5,1.83,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Ao Tanaka,1.5,5,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Ao Tanaka,2.5,15,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Ao Tanaka,3.5,NA,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Ben White,0.5,2,NA,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,Ben White,1.5,5.5,NA,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,Ben White,2.5,19,NA,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,Ben White,3.5,NA,NA,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,Brenden Aaronson,0.5,1.57,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Brenden Aaronson,1.5,3.5,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Brenden Aaronson,2.5,10,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Brenden Aaronson,3.5,21,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Bukayo Saka,0.5,1.012,NA,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,Bukayo Saka,1.5,1.1,NA,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,Bukayo Saka,2.5,1.33,NA,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,Bukayo Saka,3.5,1.8,1.9,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,Bukayo Saka,3.5,1.8,NA,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,Cristhian Mosquera,0.5,1.66,NA,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,Cristhian Mosquera,1.5,4,NA,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,Cristhian Mosquera,2.5,11,NA,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,Cristhian Mosquera,3.5,NA,NA,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,Daniel James,0.5,1.4,2.75,Player Shots,Bet365,NA
Arsenal v Leeds United,Daniel James,0.5,1.4,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Daniel James,1.5,2.75,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Daniel James,2.5,7,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Daniel James,3.5,17,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Declan Rice,0.5,1.14,NA,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,Declan Rice,1.5,1.66,2.1,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,Declan Rice,1.5,1.66,NA,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,Declan Rice,2.5,3,NA,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,Declan Rice,3.5,6,NA,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,Degnand Gnonto,0.5,1.33,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Degnand Gnonto,1.5,2.5,1.5,Player Shots,Bet365,NA
Arsenal v Leeds United,Degnand Gnonto,1.5,2.5,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Degnand Gnonto,2.5,5.5,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Degnand Gnonto,3.5,15,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Dominic Calvert-Lewin,0.5,1.18,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Dominic Calvert-Lewin,1.5,1.8,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Dominic Calvert-Lewin,2.5,3.4,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Dominic Calvert-Lewin,3.5,7,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Ethan Nwaneri,0.5,1.025,NA,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,Ethan Nwaneri,1.5,1.16,NA,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,Ethan Nwaneri,2.5,1.5,NA,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,Ethan Nwaneri,3.5,2.2,NA,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,Gabriel Gudmundsson,0.5,2.1,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Gabriel Gudmundsson,1.5,6.5,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Gabriel Gudmundsson,2.5,19,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Gabriel Gudmundsson,3.5,NA,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Gabriel Magalh<c3><a3>es,0.5,1.33,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Gabriel Magalh<c3><a3>es,1.5,2.37,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Gabriel Magalh<c3><a3>es,2.5,5.5,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Gabriel Magalh<c3><a3>es,3.5,13,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Gabriel Martinelli,0.5,1.04,NA,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,Gabriel Martinelli,1.5,1.22,NA,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,Gabriel Martinelli,2.5,1.66,2.1,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,Gabriel Martinelli,2.5,1.66,NA,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,Gabriel Martinelli,3.5,2.62,NA,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,Harry Gray,0.5,1.4,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Harry Gray,1.5,2.62,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Harry Gray,2.5,6,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Harry Gray,3.5,15,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Ilia Gruev,0.5,2.1,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Ilia Gruev,1.5,6.5,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Ilia Gruev,2.5,19,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Ilia Gruev,3.5,NA,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Isaac Schmidt,0.5,2.37,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Isaac Schmidt,1.5,8,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Isaac Schmidt,2.5,21,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Isaac Schmidt,3.5,NA,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Jack Harrison,0.5,1.5,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Jack Harrison,1.5,3.25,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Jack Harrison,2.5,8,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Jack Harrison,3.5,21,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Jaka Bijol,0.5,2.2,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Jaka Bijol,1.5,7,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Jaka Bijol,2.5,21,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Jaka Bijol,3.5,NA,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Jakub Kiwior,0.5,2,NA,Player Shots,Bet365,Arsenal
