player_name
N. Wood-Gordon
Bree
C. Ugochukwu
R. Edwards
Aina
A. Omobamidele
Taylor
Lumley
M. Lis
E. Haaland
B. Knight
Foden
J. Mcatee
Sávio
De Bruyne
J. Doku
O. Bobb
B. Silva
Grealish
N. O'reilly
Matheus Luiz
J. Cancelo
Kovacic
J. Gvardiol
S. Szmodics
Aké
M. Perrone
F. Ladapo
C. Chaplin
G. Hirst
L. Delap
Ali Al Hamadi
R. Lewis
Stones
O. Giraud-Hutchinson
Akanji
R.Dias
I. Kabore
W. Burns
N. Broadhead
M. Harness
J. Taylor
K. Walker
J. Cajuste
Luongo
C. Humphreys
K. Phillips
S. Edmundson
L. Davis
Morsy
B. Johnson
C. Burgess
C. Townsend
Tuanzebe
L. Woolfenden
H. Clarke
Donacien
Walton
Son
Solanke
Werner
M. Solomon
W. Odobert
D. Kulusevski
Maddison
Calvert-Lewin
Lo Celso
Youssef Chermiti
L. Bergvall
Maupay
A. Devine
Bentancur
Doucouré
J. Lindstrøm
I. Ndiaye
P. Sarr
Porro
Alli
Mcneil
J. Harrison
Reguilón
Chr. Romero
I. Udogie
R. Dragu?in
D. Spence
Bissouma
T. Iroegbunam
A. Gray
M. Van De Ven
M. Keane
Gueye
J. O'brien
Tarkowski
Mykolenko
Holgate
Coleman
J. Branthwaite
Young
Havertz
Nketiah
Jesus
Trossard
Gabriel Teodoro Martinelli Silva
O. Watkins
Nelson
Ødegaard
J. Durán
E. Nwaneri
Bailey
M. Rogers
Fabio Vieira
Buendía
Barkley
J. Philogene-Bidace
Rice
J. Ramsey
Mcginn
Tielemans
Dendoncker
A. Onana
Partey
Gabriel
S. Iling
R. Calafiori
E. Barrenechea
Cash
J. Kiwior
Zinchenko
T. Tomiyasu
I. Maatsen
J. Timber
W. Saliba
K. Tierney
Hause
P. Torres
D. Carlos
Konsa
K. Nedeljkovic
Digne
Isak
C. Wilson
W. Osula
A. Semenyo
D. Jebbison
A. Gordon
H. Barnes
Kluivert
L. Sinisterra
J. Anthony
Brooks
Almirón
Billing
D. Ouattara
Tavernier
J. Murphy
H. Traorè
R. Christie
Willock
S. Longstaff
A. Scott
B. Guimarães
L. Hall
M. Senesi
D. Huijsen
M. Kerkez
Trippier
Burn
H. Ashby
Mepham
J. Hill
L. Cook
J. Araujo
V. Livramento
Krafth
Aarons
I. Zabarnyi
Targett
A. Smith
C. Palmer
Nkunku
N. Jackson
Sterling
João Félix
C. Madueke
Hwang Hee-Chan
Cunha
Mykhailo Mudryk
J.Larsen
Guedes
K. Dewsbury-Hall
E. Fernández
Sarabia
Podence
J. Bellegarde
T. Doyle
M. Caicedo
Lemina
R. Lavia
B. Traore
B.Badiashile
Disasi
R. Aït Nouri
C. Dawson
L. Colwill
Gomes
Adarabioyo
M. Doherty
L. Cundle
Tote Gomes
W. Fofana
M. Gusto
N. Semedo
Y. Mosquera
Cucurella
S. Bueno
Salah
D. Núñez
Gakpo
L. Díaz
B. Doak
I. Toney
H. Elliott
Szoboszlai
A. Mac Allister
T. Morton
B. Mbeumo
W. Endo
F. Carvalho
R. Gravenberch
K. Schade
Alexander-Arnold
C. Bradley
K. Lewis-Potter
Van Dijk
E. Yarmolyuk
J. Quansah
M. Peart-Harris
R. Trevitt
J.D. Gomez
Konaté
M. Damsgaard
A. Robertson
Ma.Jensen
Tsimikas
V. Janelt
Ogochukwu Frank
Nørgaard
Mee
E. Pinnock
Ajer
N. Collins
S. Van Den Berg
M. Rasmussen
Kim Ji-Soo
